created_at,id,full_text,lang,retweet_count,favorite_count
Thu Jul 28 07:13:18 +0000 2016,758560948600893440,"Low lows bring high highs
As tears well up in my eyes 
And she says 'goodbye'

#haiku #micropoetry #tears #breakup",en,0,1
Wed Jul 27 16:55:21 +0000 2016,758345038413885440,"You said it before
But it was over the phone 
I need to see you 

#haiku #micropoetry #breakup",en,2,2
Wed Jul 27 13:57:53 +0000 2016,758300379675230209,"'Why am I alive?'
The single daunting question
Our existence solves

#haiku #micropoetry #existentialcrisis",en,0,0
Wed Jul 27 13:54:23 +0000 2016,758299499282522113,"Splish splash, she smiled
And laughed, sending out ripples
All along my soul

#haiku #micropoetry #love",en,0,0
Tue Jul 26 06:48:28 +0000 2016,757829924598099968,"I can't cry despite
The loss of hope, love and he
Who I was to be

#haiku #micropoetry #love #tears",en,0,1
Tue Sep 27 05:18:35 +0000 2016,780637740526436352,"Seeing you in vain 
When those hallow wants of mine
Convince me away 

#haiku #micropoetry",en,0,2
Thu Sep 15 01:39:31 +0000 2016,776233958069723136,"Dropping drowsily 
Dripping with day's doings 
Of to slumbered dreams

#haiku #micropoetry #exhausted",en,0,0
Wed Sep 14 15:42:23 +0000 2016,776083684344664064,"Nothing short of dreams
Is the laughter of children
Playing in full streets

#haiku #micropoetry #laughter",en,2,3
Wed Sep 07 18:59:43 +0000 2016,773596627902861312,"Grow like the leaf grows
Up and out and on and up
Seeking love somehow 

#haiku #micropoetry",en,0,2
Wed Sep 07 18:42:45 +0000 2016,773592359389069312,"Taped back into it
That wide eyed flow of life lift
Breathing strong and hot

#haiku #micropoetry",en,2,1
Wed Sep 07 18:40:34 +0000 2016,773591806772641792,"Better bury it
And let wet time decompose
That first sprout of love 

#haiku #micropoetry #love #life",en,0,1
Wed Sep 07 18:37:56 +0000 2016,773591145523847169,"Shed caring filled fears
Live freshly expressing
Life in full color 

#haiku #micropoetry",en,0,0
Wed Sep 07 18:34:28 +0000 2016,773590273003757569,"Sides splitting, tear drops
All the sudden whole world stops 
Laughing life away

#haiku #micropoetry",en,0,1
Tue Sep 06 18:45:21 +0000 2016,773230622953406464,"Blaze a quick spark
Then fizzle to non-being
A fear of the truth

#haiku #micropoetry",en,0,0
Tue Sep 06 10:12:57 +0000 2016,773101675448037376,"Hard stop, and it drops
The lazy gaze of a man
Who wants nothing more

#haiku #micropoetry",en,0,1
Tue Sep 06 10:11:14 +0000 2016,773101244655239168,"Learning yearning's ways
Wishing wanting everything
Happened and to stay

#haiku #micropoetry",en,0,1
Mon Sep 05 20:11:47 +0000 2016,772889987813666816,"Words whirling their way
Trying to find spots to stay
Learning a language

#haiku #micropoetry #language",en,1,1
Mon Sep 05 20:08:53 +0000 2016,772889257719595009,"Words washing, wasted
Watering my cheeks doing
Not what love need do

#haiku #micropoetry #vss",en,0,1
Sat Sep 03 19:10:12 +0000 2016,772149713063780352,"Hard breath pushed back deep
As back pressed against hard hands
Submission to kiss

#haiku #micropoetry #kiss",en,0,3
Thu Aug 25 18:21:57 +0000 2016,768876079658459138,"Faults that flitter through
The filter tween me and you 
Should not mar our love

#haiku #micropoetry #love",en,1,2
Tue Aug 23 18:48:12 +0000 2016,768157912921497600,"Struggling with him
Cold Incapability 
That faceless giant

#haiku #micropoetry #brokenbone",en,0,2
Sun Aug 21 16:48:45 +0000 2016,767403075611009024,"It was a dear friend 
You turned to when in silence 
Till you read the end

#haiku #micropoetry #thebrotherskaramazov",en,0,0
Sat Aug 20 18:41:02 +0000 2016,767068943907450880,"Recalling lost mindsets
And picking through parsed out pasts
All to sling a smile

#haiku #micropoetry",en,1,0
Wed Aug 17 09:30:07 +0000 2016,765843137235456000,"Push the vacuum's pull
Keeping costly closure far
May heart soon be filled

#haiku #micropoetry #closure",en,0,0
Mon Aug 15 08:36:47 +0000 2016,765104942038323200,"Recovery rains
Letting new roots reign, wander 
Throughout heart's cracked earth

#haiku #micropoetry #selfdisco",en,0,1
Tue Nov 22 08:52:46 +0000 2016,800985363581980672,"Tear ducts well up full
Smile cracks as the wind blows
It will all be fine

#haiku #micropoetry #life",en,0,1
Mon Nov 21 08:52:40 +0000 2016,800622949808140288,"Tangled languages
Tightened two ways by two days
Hope we can work it

#haiku #micropoetry #language #travel",en,0,0
Mon Nov 21 08:49:46 +0000 2016,800622220318011392,"Doesn't seem worth it
The hard days darker than night
Eat, sleep, light yet comes

#haiku #micropoetry #upsanddowns",en,2,3
Sun Nov 20 13:24:46 +0000 2016,800329039001096192,"Flash and a fall hard
Roll and the world stops and starts
Pain but still breathing

#haiku #micropoetry #crash",en,0,0
Thu Nov 17 09:02:13 +0000 2016,799175799878336512,"Trickle rain through bark
Saturating it pitch wet
Like the soil beneath

#haiku #micropoetry #rain #winter",en,0,0
Wed Nov 16 06:50:57 +0000 2016,798780377938567168,"Ah wow, it so seems
That aging is truly true
Not just far off myth 

#haiku #micropoetry #aging",en,0,1
Wed Nov 16 06:32:38 +0000 2016,798775768083902464,"Who is there standing 
In the dense woods late at night
Who looks just like you

#haiku #micropoetry #blackmirror",en,0,1
Mon Nov 14 19:54:24 +0000 2016,798252765034283008,"Life slips everywhere
With heavy eye lids closing
And all the white noise

#haiku #micropoetry #tired #life",en,0,1
Sat Nov 12 18:57:22 +0000 2016,797513635698536449,"Not knowing when lust
Has crept in all or if just
Freedom beckons call

#haiku #micropoetry #vss",en,0,1
Wed Nov 09 12:22:10 +0000 2016,796327017184710656,"Chill rolls through the night
Unobstructive to street lights
Who cast yellow glows

#haiku #micropoetry #winter",en,0,1
Tue Nov 08 17:52:06 +0000 2016,796047658968354816,"Life's changes range is
Only limited to your
Open eyes and ears

#haiku #micropoetry #life",en,0,1
Mon Oct 24 23:13:47 +0000 2016,790692794511876096,"Why oh why are thy
Wandering in and out of
Eyes, all their bright eyes

#haiku #micropoetry #wandering #single",en,0,3
Mon Oct 24 23:12:07 +0000 2016,790692374573899776,"Looking lustfully
Never reveals your true Self 
Black's the reflection

#haiku #micropoetry #",en,0,3
Fri Oct 21 11:33:54 +0000 2016,789429499242872836,"Forever changing
Are my lonely life's musings
Swept by wind or time

#haiku #micropoetry #lonelyhearts",en,0,1
Fri Oct 14 08:03:30 +0000 2016,786839836808413185,"Note sewn through silence
The weaved with the melody
Wanting to be heard

#haiku #micropoetry #music",en,0,1
Wed Oct 12 23:28:23 +0000 2016,786347814079070208,"Rethinking your thoughts
And reimagining thought
Cloud walking with you 

#haiku #micropoetry #new",en,0,0
Mon Oct 10 07:38:36 +0000 2016,785384017218658304,"Push your life force strong
To express the unexpected
And free your trapped soul

#haiku #micropoetry #bravery",en,0,0
Mon Oct 10 07:37:08 +0000 2016,785383650074427392,"Untangling lie
Made by thy youth for reasons
Age has hence withered 

#haiku #micropoetry",en,0,0
Sun Oct 09 19:02:16 +0000 2016,785193680265220097,"Drawing strength from deep
From the old half-kept friendships
Which have defined you

#haiku #micropoetry #oldfriends",en,0,2
Thu Sep 29 10:30:09 +0000 2016,781440925780279296,"Crisp air flowing in
Blowing old leaves till they break
And fall way below

#haiku #micropoetry #fall",en,0,1
Wed Dec 28 16:15:56 +0000 2016,814142852624224257,"Blow a kiss to me
Then ensnare with a whisper
The orchid's pink bloom

#haiku #micropoetry #orchid",en,0,0
Wed Dec 28 16:00:18 +0000 2016,814138915720400896,"The plants remember
And talk, and feel and flower
And out live us all

#haiku #micropoetry #plants",en,1,2
Wed Dec 28 15:58:49 +0000 2016,814138543098527744,"When a little goes
A longer way then it should
The night gets less dark

#haiku #micropoetry #winter #holidays",en,0,1
Wed Dec 28 15:57:10 +0000 2016,814138127166177280,"You are who you are
When nobody is looking
For death reveals truth

#haiku #micropoetry",en,0,1
Tue Dec 20 10:23:32 +0000 2016,811155064035414016,"Hopeful red throat full
Of off the vine elixir 
Should get me to sleep

#micropoetry #haiku #wine",en,1,0
Sun Dec 18 11:49:47 +0000 2016,810451995295420416,"Plants shake in the wind
Awaiting spring time's great warmth
To bring their purpose 

#micropoetry #haiku #Still",en,1,0
Sat Dec 17 16:25:23 +0000 2016,810158961815158784,"Frustrated and lost
Woe, the part of me that weeps
White moonlight floods down

#haiku #micropoetry",en,0,0
Mon Dec 12 12:23:26 +0000 2016,808286136946872320,"The earth spins about
And the soul׳as sung many songs
Both silent and loud

#haiku 

#micropoetry",en,0,0
Sun Dec 11 11:02:18 +0000 2016,807903331108749312,"Large trees hang above
A tiny rosemary sprout
Whose time has yet come

#haiku #micropoetry #garden",en,0,1
Sun Dec 11 11:01:21 +0000 2016,807903090548555776,"Lemon trees flaunting
Their ripe golden fruits abound
Pouring forth juices 

#haiku #micropoetry #tree",en,0,0
Sun Dec 11 10:59:34 +0000 2016,807902639442821120,"Hushed dimly lit room
Where rests a weeping lone soul
One with his guitar

#haiku #micropoetry #guitar",en,0,1
Sun Dec 11 10:58:30 +0000 2016,807902371045113856,"Rare experience
Of the novice listening 
To music's own voice

#haiku #micropoetry #music",en,0,0
Sun Dec 11 10:56:16 +0000 2016,807901810392498176,"Beauty appears there
And eyes widen and reach out
Till it fades within

#haiku #micropoetry #beauty",en,0,0
Mon Dec 05 13:49:17 +0000 2016,805771025271128064,"His writing hasty
The pastures painted paisley 
Dogs lazily bark

#haiku #micropoetry #pastel",en,0,0
Sun Dec 04 06:16:32 +0000 2016,805294697468063744,"Our first words painted
A portrait respectable
Then I learnt his past

#haiku #micropoetry #past",en,0,1
Thu Dec 01 10:45:42 +0000 2016,804275271738212353,"Cooling hail rains down
Pattering vigorously 
On the cement walk

#haiku #micropoetry #hail #winter",en,1,0
Wed Nov 30 06:34:43 +0000 2016,803849722419118082,"Far we have tumbled
Spinning, dizzy from old life
Yet now fire has won

#haiku #micropoetry",en,0,0
Wed Nov 30 06:33:28 +0000 2016,803849408701992960,"All our curved pillars
Bear the weight of thoughts, silent
Never making sound

#micropoetry #haiku #spine",en,0,0
Thu Nov 24 12:40:24 +0000 2016,801767425305968640,"Shackled by who knows
Hoping the wind will soon blow
And brush off the sun

#micropoetry #haiku",en,0,2
Wed Nov 23 06:16:32 +0000 2016,801308433626624000,"Near to continue
The days filled play of working
First, the window's breeze

#haiku #micropoetry #work",en,0,0
Thu Mar 02 14:06:17 +0000 2017,837303047613218816,"Those sounds and those smells 
Who break the stillness of years
Ripple forth the past

#haiku #micropoetry #memory #tbt #nostalgia",en,0,0
Tue Feb 28 09:52:16 +0000 2017,836514347753046016,"What seemed to be just
A Sudden switch of the whim
Turns out to be all

#haiku #micropoetry #dumped",en,0,1
Sat Feb 25 21:37:56 +0000 2017,835604770287149061,"The end of the road
Where the heart meets the old thorns 
Is where I love you

#haiku #micropoetry #love",en,0,1
Tue Feb 21 16:05:41 +0000 2017,834071602535026688,"Red hair shocks the eyes
And the magic about you
Shines off my smile

#haiku #micropoetry #butterflies",en,0,1
Tue Feb 21 13:22:38 +0000 2017,834030572381024260,"Heart swoons so lovely
Contemplation, don't judge me
Grant me your mercy

#haiku #micropoetry",en,0,1
Tue Feb 14 13:09:42 +0000 2017,831490600759336961,"Have I been bound up
Or is this how one's wounds down 
Just spinning around

#haiku #micropoetry #tiredtuesday",en,0,1
Tue Feb 14 11:03:33 +0000 2017,831458855330648065,"Hard earned energy
Is flowing vitality 
To the will of Man

#haiku #micropoetry #life",en,0,1
Wed Jan 25 20:02:57 +0000 2017,824346840925609984,"Have a heart broken
To freeze the lake of my life
Slowly, slowly thaw

#haiku #micropoetry #heartbreak",en,0,6
Tue Jan 24 21:58:00 +0000 2017,824013406915141632,"Body as instrument 
Rippling with the rhythms voice 
Whipping to the beat

#haiku #micropoetry #music #dancing",en,0,0
Tue Jan 24 21:53:49 +0000 2017,824012355440955392,"To break a small heart
Then wish to plead forgiveness
Ripples in a pond

#haiku #micropoetry",en,0,1
Sun Jan 22 13:47:57 +0000 2017,823165305434284032,"Parting dresses fold
To hold your green gaze prolonged
To hear love's song sung

#haiku #micropoetry #greeneyes",en,0,1
Thu Jan 12 23:53:46 +0000 2017,819693889066041345,"Speech is slow or fast
When the speaker breaks rhythm
With his audience

#haiku #micropoetry #rhythm",en,0,2
Mon Jan 09 09:11:33 +0000 2017,818384706609758209,"The fight can be won
Yet time wears my still young bones 
For what seems useless 

#haiku #micropoetry",en,0,0
Sat Jan 07 23:20:40 +0000 2017,817873616910057472,"Friends share their dark fears
Of which you see yourself in
Falling, just not now

#haiku #micropoetry #advice",en,0,0
Sat Jan 07 23:19:12 +0000 2017,817873247001833472,"Don't forget your hands dance
When the eyes and mind whisper
The images there

#haiku #micropoetry #drawing",en,1,3
Sat Jan 07 23:17:12 +0000 2017,817872747405647876,"The sad face muscles
Act when fear of the harmony
Seizes your singing 

#haiku #micropoetry #singing",en,0,0
Sat Jan 07 23:15:56 +0000 2017,817872425174056960,"Drop the shoulders please
They can hold themselves just fine
Please always believe 

#haiku #micropoetry #yoga #relaxation",en,0,0
Sat Jan 07 23:13:43 +0000 2017,817871870406037504,"Blink, then it's two years
Down a winding path westwards
With tears towards the east

#haiku #micropoetry #aging",en,0,0
Sat Jan 07 23:12:28 +0000 2017,817871554797301762,"Smile on our faces
And comforting embraces
Melt our time apart

#haiku #micropoetry #reunited",en,0,1
Sat Jan 07 23:11:10 +0000 2017,817871226907557890,"Action breeds action
Which cause time to fraction
Which fills till release

#haiku #micropoetry #action #Productivity",en,0,0
Sat Sep 27 17:24:15 +0000 2014,515914831346417665,"When the image comes
Place memorabilia 
Lest it slip away

#haiku #micropoetry #art",en,0,0
Sat Sep 27 17:17:42 +0000 2014,515913181563080704,"This is it! Wake up!
You are experiencing
Time, a gift of life 

#haiku #micropoetry #wakeup",en,0,0
Sat Sep 27 17:16:05 +0000 2014,515912773792829440,"Woe, self reflection
Casts such heavy weight upon
Shoulders clean as snow 

#micropoetry #haiku #growth",en,0,0
Wed Sep 24 07:51:02 +0000 2014,514683412292964352,"Shooting star break black 
For a moment, a beauty 
Often gone unseen 

#haiku #micropoetry #shootingstars",en,1,0
Tue Sep 23 18:18:31 +0000 2014,514478936554618880,"Poetry marks points
On the impressionable 
Graph of emotions 

#haiku #micropoetry #emotion",en,0,1
Tue Sep 23 15:30:05 +0000 2014,514436547165163520,"For some odd reason
Tweeting birds ring with nature
While chatting men don't 

#haiku #micropoetry #nature",en,1,1
Tue Sep 23 06:16:48 +0000 2014,514297309383778304,"Fear of the unknown
Is human hypocrisy
For we know nothing

#haiku #micropoetry #fear",en,0,0
Mon Sep 22 21:44:03 +0000 2014,514168270484541441,"If my words fail me
Help to heal these bloodless wounds
Give me permission

#haiku #micropoetry #plea",en,0,1
Mon Sep 22 20:55:51 +0000 2014,514156141899558912,"Upon summers end
There's a mix of full wet greens
And the weightless browns

#haiku #micropoetry #summersend",en,1,1
Mon Sep 22 11:55:31 +0000 2014,514020160865189889,"I may need to roam
Accumulate character
To then make a home

#haiku #micropoetry #Balance",en,3,3
Sun Sep 21 14:49:43 +0000 2014,513701613727268865,"Personal exile
Will fill your hands and pockets
With what to serve with

#haiku #micropoetry #exile #discovery",en,0,1
Sun Sep 21 14:46:51 +0000 2014,513700890423721985,"Please hear me! Like the
Cooing of the turtle dove
May I touch your soul

#haiku #micropoetry #plea",en,0,1
Sun Sep 21 13:08:15 +0000 2014,513676077663653888,"A night time bus stop
Where people meet and drift away
Wish I got her name

#haiku #micropoetry #regret",en,1,3
Sun Sep 21 11:37:34 +0000 2014,513653256476565506,"I'm sandwiched between
Thick green grass and leaves above
Waiting for my dreams

#haiku #micropoetry #dreams #naps",en,0,0
Sun Sep 21 09:32:40 +0000 2014,513621826589585408,"With a deep exhale
The sun leaves the horizon
And the sky reacts

#haiku #micropoetry #sunset",en,1,3
Fri Sep 19 12:24:28 +0000 2014,512940286666752001,"Friends who you don't give
Your entire soul to are 
Slip knots to the past

#haiku #micropoetry #friendship",en,1,1
Fri Sep 19 06:54:03 +0000 2014,512857131557453824,"When they grow deeper
Into their relationships
Humans stand taller 

#haiku #micropoetry #relationships",en,2,2
Thu Sep 18 22:51:05 +0000 2014,512735588558974977,"The intangible 
Is the hinge on which we hang
The crown which we wear

#haiku #micropoetry",en,0,0
Tue Apr 25 16:09:16 +0000 2017,856902940673675264,"Qualities mixing
Emotionally in-out 
Confusing my way

#haiku #emotional",en,0,0
Thu Apr 13 07:47:17 +0000 2017,852427961131122688,"Hush me waves of moon
Singing lullabies of old
Until morning rise

#haiku #lakewashington",en,0,1
Sat Apr 01 18:24:47 +0000 2017,848239737836101633,"Mother nature eats
The green leaves of the beet
Licking her finger

#haiku #vegan",en,0,1
Thu Mar 30 12:24:40 +0000 2017,847424333827854341,"Crack a smile open
Letters better make it sent
Whirling in the breeze

#haiku #spring",en,0,0
Tue Mar 28 09:06:06 +0000 2017,846649590271152128,"Trapped that poetry
Is being shown unchanging 
Patients may just tell 

#haiku #art",en,0,0
Tue Mar 28 09:04:34 +0000 2017,846649200414744577,"A complete cover
Soft and brushing and flowing
The breeze that's leaving

#haiku #breeze #spring",en,0,0
Tue Mar 28 09:02:08 +0000 2017,846648588256071680,"Thaw, the chirping birds
Plants showing off their colors
Lazy clouds above

#haiku #spring #nature",en,0,0
Mon Mar 27 20:18:01 +0000 2017,846456293242097665,"Once may love have fell
Thy eye might have met my own
And we could be We

#haiku #oldschool #love #romance",en,0,0
Sat Mar 25 19:25:35 +0000 2017,845718324516470785,"Life force waterfalls
Down to the earth that is Man
And love are our plants

#haiku #plants",en,0,0
Sat Mar 25 19:23:09 +0000 2017,845717711627997184,"Swing from lust to love
The furnace of youth burning
Looking to explode

#haiku #lust #love #youth",en,0,0
Sat Mar 25 19:21:38 +0000 2017,845717327601643522,"The life of moment
Is quickly metabolized -
Memory and mind

#haiku #memory #themoment",en,0,0
Tue Mar 21 18:33:14 +0000 2017,844255597646233604,"The slow moving time
Hanging - the ever-abyss
Of futures untold

#haiku #micropoetry #time #tomorrowtoday",en,0,0
Tue Mar 21 05:54:04 +0000 2017,844064545719140352,"Try to shake and go
Avoid, not complicate, Please
Let me separate 

#haiku #micropoetry",en,0,2
Fri Mar 17 13:23:57 +0000 2017,842728210878074880,"Sucked by gravity
Deep down under your eye lids
And across your back

#haiku #micropoetry #tired #ugh",en,0,0
Thu Mar 16 13:40:13 +0000 2017,842369917454278656,"Endless woods of words
Would remain pitch, black and cold 
If not for our poets 

#haiku #micropoetry #language #poetsoftheworld",en,0,0
Thu Mar 16 12:38:37 +0000 2017,842354416678240256,"Unravel for me
The knotted twine of your will
So that we may walk

#haiku #micropoetry #moveon",en,0,0
Wed Mar 15 12:36:12 +0000 2017,841991418273005568,"Observing the birds
While we play inside our labs
With expensive tools

#haiku #micropoetry",en,0,1
Tue Mar 14 20:41:16 +0000 2017,841751104467664897,"To suddenly feel
Awakened from the cold blue
Into the warm orange

#haiku #micropoetry #colors #life",en,0,0
Thu Mar 09 23:24:04 +0000 2017,839980132051873793,"Smells rising slowly 
Pushing the past through the room
Amongst the smiles

#haiku #micropoetry #baking #MemoryMarch",en,0,0
Sun Mar 05 06:27:17 +0000 2017,838274698953752576,"Sadness looms so thick
That the looking glass plays tricks
We wait for the sun

#haiku #micropoetry #blues",en,0,0
Tue Sep 12 11:15:45 +0000 2017,907563375206551552,"Life folded backwards
Inside-out twist revealing
New vernaculars

#haiku #life #convos",en,0,0
Tue Sep 12 11:13:33 +0000 2017,907562823206797317,"Fall, my mood, beside
That I may observe your flux
As something outside

#haiku #mood",en,0,0
Tue Sep 05 09:59:30 +0000 2017,905007474360639489,"When something's removed
Nature forces the space filled
Too now with my chest

#haiku #lovesick",en,0,0
Tue Sep 05 08:16:43 +0000 2017,904981605273489408,"Spilled my heart for thrills
Knowing she was leaving soon
Now I'm stuck love sick

#haiku #lovesick",en,0,0
Mon Sep 04 13:13:38 +0000 2017,904693939231494144,"Struck blind side lovely 
By a shoulder brush, eye lock
Smiling all bubbly

#haiku #love",en,0,0
Mon Sep 04 13:11:02 +0000 2017,904693287222743044,"A woman who shares
Trueness of experience 
Will open mans ear

#haiku #love",en,0,0
Mon Sep 04 13:09:29 +0000 2017,904692896422617088,"Faced such beauty that
Now in my meandering
Silence it's her face

#haiku #love #beauty",en,0,0
Thu Aug 10 17:45:07 +0000 2017,895702563185713153,"Moving slowly on
Missing the show you payed for
Feeling it dissolve 

#haiku #micropoetry",en,0,1
Mon Jul 17 23:26:16 +0000 2017,887091108118921218,"Squeezing the thoughts through
Expression's tiny pored sieve 
Gives Art its tension 

#haiku #poetry #art",en,0,1
Mon Jul 17 00:10:04 +0000 2017,886739745782591489,"Vomit syllables
Hope they match your jigsaw heart
Then wait on the empty

#haiku #badpoetry",en,0,0
Mon Jul 17 00:08:54 +0000 2017,886739449610207234,"Why is it one week
My grip on things flexible.
This, brittle business

#haiku #doing",en,0,1
Mon Jul 17 00:06:44 +0000 2017,886738906909114370,"Confused and jittered 
Messages sent and waiting,
Playing that bad game

#haiku #texting",en,0,2
Mon Jul 17 00:04:57 +0000 2017,886738458261299200,"My family bonds
Lie far from the palm frond walks
That line my new home

#haiku #moving",en,0,2
Sun Jul 02 09:49:05 +0000 2017,881449638599045120,"The pauses between,
The breaks which make it seamless,
Are what guide me now

#haiku #micropoetry",en,1,2
Wed Jun 07 13:03:07 +0000 2017,872438776018108416,"Muscles melting in
The thick summer humid heat
Forehead sinking deep

#haiku #summer #micropoetry",en,0,1
Mon Jun 05 13:42:28 +0000 2017,871723900673064961,"Parceled shadows dance
From young summer's passing breeze
Under unripe figs

#haiku #summer #figs",en,0,0
Mon Jun 05 13:39:08 +0000 2017,871723062311493632,"When Man learnt to save
The world of twos: good and bad
Soaked till our essence

#haiku",en,0,0
Sun Apr 30 06:19:12 +0000 2017,858566386632839169,"Energy sinks so
As my heart hardens to stone
Life, please soften me

#haiku #vss #life",en,0,1
Thu Apr 27 06:54:34 +0000 2017,857488122208243712,"Ignore sensation 
And not write about the breeze
Rolling past my face

#haiku #thebreeze",en,0,0
Wed Apr 26 13:25:56 +0000 2017,857224226872467456,"Fixing the system 
While mixing his love with hers 
Twirling through the mind

#haiku #lifestuff",en,0,0
Tue Jul 10 06:06:40 +0000 2018,1016564339610812416,"When day seems so far
The peircing darkness hits bone
Open up your eyes

#haiku",en,0,0
Mon Jul 09 04:27:55 +0000 2018,1016177101785858048,"Heavy late night eyes 
Whispers and light resting hands
Rolling off to sleep

#haiku",en,0,0
Mon Jul 09 04:24:08 +0000 2018,1016176150593204224,"Whether it’s for me
Or tales dusted forgotten
I believe in love 

#haiku #love",en,0,0
Mon Jul 09 04:21:54 +0000 2018,1016175589206605824,"What once was magic
Are now just his sad old tricks
Amusing no one

#haiku",en,0,0
Mon Jul 09 04:19:28 +0000 2018,1016174977077268480,"Talent fades pastel
Blending through tired eyes
Glittered by the tears

#haiku #sad",en,0,0
Sun Jul 08 06:11:19 +0000 2018,1015840734094618624,"Shouting with whispers
To a love that is fleeing 
Into the late night

#haiku",en,0,0
Sun Jul 08 06:09:08 +0000 2018,1015840185295122433,"Asking questions, ‘why?’
We never know till we’re there
How lucky we’ll be

#haiku",en,0,0
Sun Jul 08 06:07:36 +0000 2018,1015839802254503936,"False words flow from lips
Who pay service to the past
From a wandering mind

#haiku",en,0,0
Sun Jul 08 06:06:26 +0000 2018,1015839508162441216,"Change is a blessing
For it is the curse if life
When we choose to stop

#haiku",en,0,0
Sun Jul 08 06:04:37 +0000 2018,1015839049951526913,"Silk wings’ fragile beat
The once caterpillar moved
Greens to something sweet

#haiku #butterfly",en,0,0
Sun Jul 08 06:01:14 +0000 2018,1015838199040520194,"A body may look fair
While being tawny within
Quickly aging tight

#haiku #yoga",en,0,0
Sun Jul 08 05:56:20 +0000 2018,1015836964501639169,"The days build the weeks
And stresses give and release
While searching for love

#haiku",en,0,0
Thu Jun 28 03:06:12 +0000 2018,1012170269912285184,"Drenched and wrung out dry
A day can pass through the mind
Behind eyelids shut

#haiku #micropoetrt #longday",en,0,0
Tue Mar 27 06:14:37 +0000 2018,978515617996296192,"Thrilled by the prospect 
But life does not wish to bloom
In winters belly

#haiku",en,0,0
Sun Oct 15 08:11:33 +0000 2017,919475819914907648,"Faith in the whisper
That spills feeling and wisdom
Is reason enough

#haiku #faith #equanimity #meditation",en,0,1
Wed Oct 11 12:16:00 +0000 2017,918087788163104770,"Damp rug, slight askew
Foggy window from the steam
My body dripping wet

#haiku #shower",en,0,0
Sun Oct 01 22:11:59 +0000 2017,914613893221273600,"Sharp banging metal
Natural when done by my hand
Focused and alive 

#haiku #building",en,0,0
Mon Sep 18 10:50:34 +0000 2017,909731365742170112,"Don't let the world ice
Over things as silly as
Speaking to a crowd

#haiku #publicspeaking",en,0,0
Sun Sep 17 15:40:20 +0000 2017,909441899135688705,"Fallen back asleep
Left with a wisp of a dream 
Of my wakeful state

#haiku #awakening #sameoldshit",en,0,0
Sat Sep 16 20:57:40 +0000 2017,909159374152769536,"Living restless sleep
With memories of a dream
Of a wakeful self

#haiku #life #dreaming #living",en,0,0
Wed Nov 21 06:33:28 +0000 2018,1065131058658779138,"Draws to push forward
Even when now is lovely
Leave me curious 

#haiku",en,0,0
Wed Nov 21 06:28:59 +0000 2018,1065129931313750016,"Her touch is gentle
Like waves lapping onto shore
In idle low tide

#haiku",en,0,0
Mon Nov 12 23:34:56 +0000 2018,1062126630695514112,"Melt shoulders down
Out of the daily stressed mold
We carry all day

#haiku #relaxation",en,0,1
Sun Oct 28 14:09:30 +0000 2018,1056548515218972672,"Talking of nothing
But feel as though progress made
In the whirl of life

#haiku #relationship",en,0,0
Tue Oct 23 19:25:15 +0000 2018,1054816039161266177,"The room is quite
The faces friendly and warm
The food delicious 

#haiku #restaurant",en,0,0
Tue Oct 23 09:25:36 +0000 2018,1054665129999118336,"The art of nothing
The narrow pacing line walk
Borders sanity 

#haiku",en,0,1
Thu Oct 18 06:32:48 +0000 2018,1052809705800781824,"Under whispered words 
Blend the meanings, I and you
Through proxy alone

#haiku #whispers",en,0,0
Thu Oct 18 06:29:26 +0000 2018,1052808855858675713,"Young art shoots upwards
Like a bean sprout seeking sun
Prolific mistakes

#haiku #artist",en,0,0
Wed Oct 17 14:02:21 +0000 2018,1052560449617555457,"An empty warehouse
With hours of work to get done
Sing top of my lungs

#haiku #winery",en,0,0
Wed Oct 17 14:00:34 +0000 2018,1052559998956515330,"Kaleidoscopic 
Never missing a heart’s beat
Passing through the crowd

#haiku #words",en,0,0
Mon Oct 15 06:14:24 +0000 2018,1051717911516200960,"Birds silently sleep
Hidden from the milky fog
Wetting waiting plants

#haiku #insomnia",en,0,1
Sun Oct 14 19:54:24 +0000 2018,1051561882463690752,"Son mother father
Friends to business deals, true love
Wife father and son

#haiku #family",en,0,0
Fri Oct 12 11:17:52 +0000 2018,1050707117638897664,"Breathing tomorrow
Fills my lungs and slows my heart
Dilating time

#haiku #Tomorrow",en,0,1
Tue Oct 09 15:25:20 +0000 2018,1049682230686220289,"White sheep aglow by
Tuscany’s yellow setting sun
Graze a grassy knoll 

#haiku #Tuscany #sunset",en,0,0
Tue Oct 09 15:06:04 +0000 2018,1049677382859350018,"Heaps of the pressed skins
Drowned by the roar of fruit flies
Under Tuscan sun

#Haiku #grapes #harvest #winery #Tuscany",en,0,0
Wed Sep 26 09:21:24 +0000 2018,1044879602844409856,"Feeling my hands grow
From the grit and my weak grip 
Grinning at the pain

#haiku #winery",en,0,2
Tue Jul 10 06:18:43 +0000 2018,1016567374323937281,"Carve me my future
So I may place it upon
The wall and forget

#haiku",en,0,0
Tue Jul 10 06:14:32 +0000 2018,1016566323030028288,"Lu lady luck left me
When high tides brushed pillow
Thinking through night

#haiku",en,0,0
Tue Jul 10 06:11:32 +0000 2018,1016565565194817536,"Wound from a days work
To sprawl the beach of your bed
A starfish on land

#haiku #starfish",en,0,0
